id,name,error_tries,discovering_tries,uuid,timestamp,timestamp_s,duration,host,source,current_status,outgoing,incoming,degree,pages
228,em763732l4b7b7zhaolctpt6wewwr7zw3nsxfchr6qmceizzmgpa.b32.i2p,1,1,b62f27fc-8076-11e9-bf9e-080027002e62,2019-06-07 18:45:02,2019-06-07 22:53:55,248.88333333333333,i2pProjectM7,SEED,FINISHED,3,6,6,107
244,m4mer767ipj7mq6l7gdrmrq37yzvsj3kzezd7n7nsfuctntjseka.b32.i2p,1,21,b62f27fc-8076-11e9-bf9e-080027002e62,2019-06-07 18:45:02,2019-06-08 19:21:46,1476.7333333333333,i2pProjectM7,SEED,FINISHED,14,4,4,291
272,nnkikjorplul4dlytwfovkne66lwo7ln26xzuq33isvixw3wu3yq.b32.i2p,1,11,b62f27fc-8076-11e9-bf9e-080027002e62,2019-06-07 18:45:02,2019-06-08 05:08:00,622.9666666666667,i2pProjectM7,SEED,FINISHED,1,2,2,28
277,cw7ge5ey4ekp5iep2kaw6j54boebtqytpcbnvio2bfpccd5ejzfa.b32.i2p,1,3,b62f27fc-8076-11e9-bf9e-080027002e62,2019-06-07 18:45:02,2019-06-08 03:25:42,520.6666666666666,i2pProjectM7,SEED,FINISHED,1,2,2,90
313,joajgazyztfssty4w2on5oaqksz6tqoxbduy553y34mf4byv6gpq.b32.i2p,1,5,b62f27fc-8076-11e9-bf9e-080027002e62,2019-06-07 18:45:02,2019-06-07 23:09:28,264.43333333333334,i2pProjectM7,SEED,FINISHED,172,6,6,19
342,mt45a2z3sb2iyy2mwauj4rwa2lwu4peanfy6gx6ybidwnbasusyq.b32.i2p,1,3,b62f27fc-8076-11e9-bf9e-080027002e62,2019-06-07 18:45:02,2019-06-07 21:19:15,154.21666666666667,i2pProjectM7,SEED,FINISHED,0,2,2,1
366,t7o2tw36cffedgfr6kahewpkrntofnliuapji2e4rucl3os55epa.b32.i2p,1,1,b62f27fc-8076-11e9-bf9e-080027002e62,2019-06-07 18:45:02,2019-06-07 19:26:48,41.766666666666666,i2pProjectM7,SEED,FINISHED,0,2,2,5
392,5bhmrp43mjwlzf4x64xgdrkwmw4luvng6eq5waa663a7vnkp732a.b32.i2p,1,1,b62f27fc-8076-11e9-bf9e-080027002e62,2019-06-07 18:45:02,2019-06-07 18:58:18,13.266666666666667,i2pProjectM7,SEED,FINISHED,0,2,2,1
401,anoncoin.i2p,1,373,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:02,2019-06-23 11:57:52,22632.833333333332,i2pProjectM8,SEED,FINISHED,0,5,5,21
409,mabdiml4busx53hjh4el5wlyn4go5mgji2dxsfyelagi4v5mzjxq.b32.i2p,1,3,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:02,2019-06-07 21:10:41,145.65,i2pProjectM8,SEED,FINISHED,3,5,5,8
469,git.repo.i2p,1,1,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-07 22:44:45,239.7,i2pProjectM8,SEED,FINISHED,1,13,13,21
471,qiii4iqrj3fwv4ucaji2oykcvsob75jviycv3ghw7dhzxg2kq53q.b32.i2p,1,1,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-08 18:32:11,1427.1333333333334,i2pProjectM8,SEED,FINISHED,12,4,4,11059
488,5mvpsy4h45w4fx7upen7ay3vkrs5klphz5nptmtcqvc3fsajsm4q.b32.i2p,1,4,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-07 22:53:45,248.7,i2pProjectM8,SEED,FINISHED,1,2,2,27
501,nrbnshsndzb6homcipymkkngngw4s6twediqottzqdfyvrvjw3pq.b32.i2p,1,1,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-08 10:58:48,973.75,i2pProjectM8,SEED,FINISHED,297,2,2,344
510,5iedafy32swqq4t2wcmjb4fvg3onscng7ct7wb237jkvrclaftla.b32.i2p,1,1,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-07 19:36:07,51.06666666666667,i2pProjectM8,SEED,FINISHED,0,2,2,2
512,6u2rfuq3cyeb7ytjzjxgbfa73ipzpzen5wx3tihyast2f2oeo24q.b32.i2p,1,1,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-07 20:19:50,94.78333333333333,i2pProjectM8,SEED,FINISHED,2,2,2,50
514,kbhfkzx5jeqhfgss4xixnf4cb3jpuo432l3hxc32feelcmnr3yja.b32.i2p,1,14,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-08 08:07:11,802.1333333333333,i2pProjectM8,SEED,FINISHED,1,0,0,6
533,dbpegthe42sx2yendpesxgispuohjixm4bds7ts5gjxzni5nu6na.b32.i2p,1,3,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-07 21:37:44,172.68333333333334,i2pProjectM8,SEED,FINISHED,0,2,2,1
566,gqgvzum3xdgtaahkjfw3layb33vjrucmw5btyhrppm463cz3c5oq.b32.i2p,1,1,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-07 20:44:00,118.95,i2pProjectM8,SEED,FINISHED,1,2,2,23
571,7mxwtmala3ycg2sybjwwfil7s6dqck2fbemeutghhwu73rznmqoa.b32.i2p,1,5,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-08 02:07:42,442.65,i2pProjectM8,SEED,FINISHED,8,4,4,171
578,ukqap24nwac4gns77s4zy7j5cagt7l7syb5zo7eukfg3zn5gg5qq.b32.i2p,1,1,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-07 19:34:20,49.28333333333333,i2pProjectM8,SEED,FINISHED,0,2,2,128
587,hodhusp73gltozgrnianlbploon3rrvhrzfn5mf2g46o7aaau5la.b32.i2p,1,2,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-07 19:55:45,70.7,i2pProjectM8,SEED,FINISHED,0,2,2,4
600,aalttzlt3z25ktokesceweabm5yyhhvml2z3rfotndgpfyh6myra.b32.i2p,1,6,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-08 00:10:08,325.0833333333333,i2pProjectM8,SEED,FINISHED,0,2,2,6
620,6y4tltjdgqwfdcz6tqwc7dxhhuradop2vejatisu64nwjzh5tuwa.b32.i2p,1,9,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-08 03:12:40,507.6166666666667,i2pProjectM8,SEED,FINISHED,0,2,2,1
642,bnb46culzbssz6aipcjkuytanflz6dtndyhmlaxn3pfiv6zqrohq.b32.i2p,1,6,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-08 00:49:11,364.1333333333333,i2pProjectM8,SEED,FINISHED,0,2,2,148
712,trac.i2p2.i2p,1,2,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-07 22:32:39,227.6,i2pProjectM8,SEED,FINISHED,58,21,21,1374
718,i2pwiki.i2p,1,5,d91146fc-8638-11e9-8dc5-0800277dfba1,2019-06-07 18:45:03,2019-06-08 11:48:50,1023.7833333333333,i2pProjectM8,SEED,FINISHED,277,47,47,260
812,3mzmrus2oron5fxptw7hw2puho3bnqmw2hqy7nw64dsrrjwdilva.b32.i2p,1,4,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:03,2019-06-07 22:35:51,230.8,i2pProjectM9,SEED,FINISHED,399,3,3,3
860,i2pforum.i2p,1,3,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:03,2019-06-08 13:55:23,1150.3333333333333,i2pProjectM9,SEED,FINISHED,17,35,35,1031
869,ahsplxkbhemefwvvml7qovzl5a2b5xo5i7lyai7ntdunvcyfdtna.b32.i2p,1,5,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:03,2019-06-08 00:30:57,345.9,i2pProjectM9,SEED,FINISHED,0,4,4,28
909,vaqc4jm2trq7lx2kkglve7rkzxhhaptcwwl32uicx4ehf5k3hx6q.b32.i2p,1,6,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:03,2019-06-08 00:15:24,330.35,i2pProjectM9,SEED,FINISHED,0,2,2,131
924,redzara.i2p,1,3,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:03,2019-06-07 23:48:07,303.06666666666666,i2pProjectM9,SEED,FINISHED,0,6,6,31
935,4q3qyzgz3ub5npbmt3vqqege5lg4zy62rhbgage4lpvnujwfpala.b32.i2p,1,3,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-07 21:27:38,162.56666666666666,i2pProjectM9,SEED,FINISHED,1,2,2,74
950,bioq5jbcnfopqwvk7qssaxcl7avzeta6mu72jmxjeowflpcrhf6q.b32.i2p,1,4,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-07 23:22:49,277.75,i2pProjectM9,SEED,FINISHED,0,3,3,122
955,secure.thetinhat.i2p,1,24,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-08 18:36:32,1431.4666666666667,i2pProjectM9,SEED,FINISHED,0,3,3,43
986,7msryymfdta3ssyz34qur6gi4jyfkvca5iyfmnceviipwu7g2wca.b32.i2p,1,7,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-08 01:39:39,414.5833333333333,i2pProjectM9,SEED,FINISHED,0,1,1,1
989,i522xmu63hfbaw2k54cthffcoqmeao6urjyq3jg4hddf6wf57p3q.b32.i2p,1,18,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-08 12:54:49,1089.75,i2pProjectM9,SEED,FINISHED,0,2,2,1
1015,y6d4fs3rpqrctuv77ltfajf5m4tl4kzcu7rtwhxgiohylfxxow4q.b32.i2p,1,7,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-08 01:56:07,431.05,i2pProjectM9,SEED,FINISHED,2,2,2,201
1045,psi.i2p,1,2,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-07 20:31:37,106.55,i2pProjectM9,SEED,FINISHED,7,6,6,26
1091,reuvum7lgetglafn72chypesvto773oy53zumagrpigkckybrwda.b32.i2p,1,10,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-08 04:46:47,601.7166666666667,i2pProjectM9,SEED,FINISHED,0,2,2,7
1097,u3f67staiwhqxpacya3clmvurdwd2kp7qcthzhstqnhrmlwc2g4a.b32.i2p,1,5,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-07 23:53:38,308.56666666666666,i2pProjectM9,SEED,FINISHED,1,2,2,18
1108,w7tpbzncbcocrqtwwm3nezhnnsw4ozadvi2hmvzdhrqzfxfum7wa.b32.i2p,1,4,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-07 22:09:38,204.56666666666666,i2pProjectM9,SEED,FINISHED,0,2,2,1
1116,wrrwzdgsppwl2g2bdohhajz3dh45ui6u3y7yuop5ivvfzxtwnipa.b32.i2p,1,6,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-08 00:45:57,360.8833333333333,i2pProjectM9,SEED,FINISHED,17,1,1,73
1149,27ivgyi2xhbwjyqmnx3ufjvc2slg6mv7767hxct74cfwzksjemaq.b32.i2p,1,3,dfaa4a9a-8638-11e9-be84-0800277eb1fa,2019-06-07 18:45:04,2019-06-07 21:00:42,135.63333333333333,i2pProjectM9,SEED,FINISHED,10,2,2,1
1184,r5vbv2akbp6txy5amkftia757klgdy44s6cglqhmstpg65xycyjq.b32.i2p,1,2,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:04,2019-06-07 20:18:34,93.5,i2pProjectM10,SEED,FINISHED,1,4,4,3
1233,ymzx5zgt6qzdg6nhxnecdgbqjd34ery6mpqolnbyo5kcwxadnodq.b32.i2p,1,2,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:04,2019-06-07 20:33:12,108.13333333333334,i2pProjectM10,SEED,FINISHED,0,2,2,29
1243,tnxiifs6uticzyg6ac4lhv2l5luwi6xra7yngocro56ive5e4jsq.b32.i2p,1,5,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:04,2019-06-07 23:13:01,267.95,i2pProjectM10,SEED,FINISHED,0,2,2,1
1278,utrer5zgnou72hs4eztmk37pmzdtfw3d6s23wwl7nk3lkqpzbdiq.b32.i2p,1,2,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:04,2019-06-08 04:36:04,591.0,i2pProjectM10,SEED,FINISHED,0,2,2,50
1291,ipll7sit24oyhnwawpvokz5u7dabq6klveuqpx3sbi6o5qemy2bq.b32.i2p,1,3,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:04,2019-06-07 21:01:50,136.76666666666668,i2pProjectM10,SEED,FINISHED,0,4,4,5
1343,pjhlh4h7zn3slglx46ffob5ifcccrcqr5dzbyyueh3wd6a6bizra.b32.i2p,1,2,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:04,2019-06-07 20:23:20,98.26666666666667,i2pProjectM10,SEED,FINISHED,1,1,1,5
1384,irkvgdnlc6tidoqomre4qr7q4w4qcjfyvbovatgyolk6d4uvcyha.b32.i2p,1,3,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:04,2019-06-07 21:04:38,139.56666666666666,i2pProjectM10,SEED,FINISHED,4,4,4,22
1393,stats.i2p,1,2,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:04,2019-06-07 20:30:45,105.68333333333334,i2pProjectM10,SEED,FINISHED,30,72,72,56
1396,echelon.i2p,1,3,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:04,2019-06-07 22:39:34,234.5,i2pProjectM10,SEED,FINISHED,10,23,23,498
1399,isxls447iuumsb35pq5r3di6xrxr2igugvshqwhi5hj5gvhwvqba.b32.i2p,1,246,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:04,2019-06-18 00:53:25,14768.35,i2pProjectM10,SEED,FINISHED,19,2,2,22
1441,tracker2.postman.i2p,1,3,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:05,2019-06-07 21:44:36,179.51666666666668,i2pProjectM10,SEED,FINISHED,0,29,29,29
1471,bhjhc3lsdqzoyhxwzyrd63kvyg4br6n2337d74blyintae66mr2a.b32.i2p,1,2,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:05,2019-06-07 20:29:33,104.46666666666667,i2pProjectM10,SEED,FINISHED,2,4,4,11
1475,ll6q4lsirhwkln4dqxwqkh2xu4mu3jiy546b4uhe4fypyb4vvx2q.b32.i2p,1,2,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:05,2019-06-07 20:37:45,112.66666666666667,i2pProjectM10,SEED,FINISHED,0,4,4,16
1476,xdffxnxtjd6ji2zig3cgva7igvl2tiapyjoc7ylbzwqhxudbmvfa.b32.i2p,1,2,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:05,2019-06-07 20:23:27,98.36666666666666,i2pProjectM10,SEED,FINISHED,4,1,1,5
1506,e2t6rqd2ysbvs53t5nnaf7drllkgk6kfriq3lfuz6mip6xfg644q.b32.i2p,1,2,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:05,2019-06-07 20:11:05,86.0,i2pProjectM10,SEED,FINISHED,0,2,2,12
1554,iq26r2ls2qlkhbn62cvgb6a4iib7m5lkoulohdua5z6uvzlovjtq.b32.i2p,2,2,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:05,2019-06-25 05:44:39,25139.566666666666,i2pProjectM10,SEED,FINISHED,5,2,2,380
1562,o6rmndvggfwnuvxwyq54y667fmmurgveerlzufyrhub6w3vkagva.b32.i2p,1,6,e6777a28-8638-11e9-8d4a-080027106785,2019-06-07 18:45:05,2019-06-08 03:02:20,497.25,i2pProjectM10,SEED,FINISHED,1,2,2,98
1615,5vik2232yfwyltuwzq7ht2yocla46q76ioacin2bfofgy63hz6wa.b32.i2p,1,2,fc20deb4-7d50-11e9-9629-08002702eafd,2019-06-07 18:45:05,2019-06-07 20:29:16,104.18333333333334,i2pProjectM1,SEED,FINISHED,1,2,2,6
1703,56p5qxsrvo5ereibevetw2qbj5bronmos7wxunku27g2s4kpbnlq.b32.i2p,1,1,fc20deb4-7d50-11e9-9629-08002702eafd,2019-06-07 18:45:05,2019-06-07 19:39:40,54.583333333333336,i2pProjectM1,SEED,FINISHED,1,2,2,1
1714,tc73n4kivdroccekirco7rhgxdg5f3cjvbaapabupeyzrqwv5guq.b32.i2p,1,419,fc20deb4-7d50-11e9-9629-08002702eafd,2019-06-07 18:45:05,2019-06-25 15:50:02,25744.95,i2pProjectM1,SEED,FINISHED,0,0,0,6
1723,rq4nabt5yzlkqfzqc7aqh6dex63pf4v6ip6tunb24jkqsh26ez4a.b32.i2p,1,115,fc20deb4-7d50-11e9-9629-08002702eafd,2019-06-07 18:45:05,2019-06-12 14:33:42,6948.616666666667,i2pProjectM1,SEED,FINISHED,0,0,0,1
1770,i2pjump.i2p,1,1,fc20deb4-7d50-11e9-9629-08002702eafd,2019-06-07 18:45:05,2019-06-07 19:25:22,40.28333333333333,i2pProjectM1,SEED,FINISHED,0,3,3,3
1782,nebcjgfx3f7q4wzihqmguwcdeopaf7f6wyk2dojw4bcuku472zxq.b32.i2p,1,6,fc20deb4-7d50-11e9-9629-08002702eafd,2019-06-07 18:45:05,2019-06-07 23:54:50,309.75,i2pProjectM1,SEED,FINISHED,0,2,2,1
1783,u4s3jneepk3akoez46kqiwikoezi6zyj2ibjkjyi4uuvsbcojzba.b32.i2p,1,3,fc20deb4-7d50-11e9-9629-08002702eafd,2019-06-07 18:45:05,2019-06-08 00:20:06,335.01666666666665,i2pProjectM1,SEED,FINISHED,1,0,0,21
1839,fpwrfvidfexsz7dspofkwtkmmizm7lyralfz5kvykffk7gubvxsq.b32.i2p,1,1,fc20deb4-7d50-11e9-9629-08002702eafd,2019-06-07 18:45:05,2019-06-07 19:22:56,37.85,i2pProjectM1,SEED,FINISHED,0,1,1,1
1878,fq7xhxkdcauhwn4loufcadiiy24zbei25elnup33a3gfrdzrtlyq.b32.i2p,1,116,fc20deb4-7d50-11e9-9629-08002702eafd,2019-06-07 18:45:06,2019-06-12 16:57:36,7092.5,i2pProjectM1,SEED,FINISHED,0,2,2,1
1942,m7fqktjgtmsb3x7bvfrdx4tf7htnhytnz5qi2ujjcnph33u3hnja.b32.i2p,1,2,fc20deb4-7d50-11e9-9629-08002702eafd,2019-06-07 18:45:06,2019-06-07 20:06:18,81.2,i2pProjectM1,SEED,FINISHED,0,2,2,1
2373,qa4boq364ndjdgow4kadycr5vvch7hofzblcqangh3nobzvyew7a.b32.i2p,1,1,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-08 09:44:52,899.75,i2pProjectM3,SEED,FINISHED,6,1,1,6336
2378,diftracker.i2p,1,59,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-10 10:26:24,3821.2833333333333,i2pProjectM3,SEED,FINISHED,11,22,22,313
2391,vinz4ygmodxarocntyjlfwk2wjpvzndlf4hxss2w2t3fk52oplva.b32.i2p,1,2,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 20:08:31,83.4,i2pProjectM3,SEED,FINISHED,0,2,2,7
2446,edvccoobtjukjgw2os5eetywanbb2mpag5aknkrpia5qx2koksua.b32.i2p,1,1,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 19:33:35,48.46666666666667,i2pProjectM3,SEED,FINISHED,1,2,2,12
2476,tracker.thebland.i2p,1,2,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 19:58:02,72.91666666666667,i2pProjectM3,SEED,FINISHED,0,6,6,1
2489,omt56v4jxa4hurbwk44vqbbcwn3eavuynyc24c25cy7grucjh24q.b32.i2p,1,3,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 21:35:46,170.65,i2pProjectM3,SEED,FINISHED,0,2,2,76
2498,nfrjvknwcw47itotkzmk6mdlxmxfxsxhbhlr5ozhlsuavcogv4hq.b32.i2p,1,7,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-08 01:42:20,417.21666666666664,i2pProjectM3,SEED,FINISHED,6,4,4,58
2524,vq43xjjcnejqpzfprws5qzrea2siieshu4tglpdepql2w3w3bpba.b32.i2p,1,2,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 20:33:33,108.43333333333334,i2pProjectM3,SEED,FINISHED,1,2,2,240
2556,s5ikrdyjwbcgxmqetxb3nyheizftms7euacuub2hic7defkh3xhq.b32.i2p,1,2,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 20:16:15,91.13333333333334,i2pProjectM3,SEED,FINISHED,0,3,3,1
2584,657xcllunctawyjtar5kgh3wpt6z4l7ba6mmam5rf7hev5w2lsvq.b32.i2p,1,1,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 19:27:08,42.016666666666666,i2pProjectM3,SEED,FINISHED,3,4,4,14
2630,wue3ycaccf4texikza3fh6p5yrmtgnooisuypnepo5mo67lmpcqq.b32.i2p,1,114,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-12 13:24:24,6879.283333333334,i2pProjectM3,SEED,FINISHED,0,2,2,1
2652,pyqjnycm55cuxow22voqj62qysrjdnb6nbyladaiaiirqi7vp2yq.b32.i2p,1,1,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 19:23:39,38.53333333333333,i2pProjectM3,SEED,FINISHED,1,5,5,1
2659,hq.postman.i2p,1,1,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 20:31:56,106.81666666666666,i2pProjectM3,SEED,FINISHED,9,17,17,8
2665,udhdrtrcetjm5sxzskjyr5ztpeszydbh4dpl3pl4utgqqw2v4jna.b32.i2p,1,3,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 21:26:14,161.11666666666667,i2pProjectM3,SEED,FINISHED,3,4,4,1
2691,2fwlpuouwxlk2nj4xklvm43m52tqyhqnu2fcfiuv7clvf3wd5nwa.b32.i2p,1,2,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-08 00:56:50,371.71666666666664,i2pProjectM3,SEED,FINISHED,0,4,4,33
2699,li5kue3hfaqhhvaoxiw2ollhhkw765myhwcijgock5rs4erdqdaa.b32.i2p,1,1,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 19:33:06,47.983333333333334,i2pProjectM3,SEED,FINISHED,3,2,2,34
2716,uxe3lqueuuyklel23sf5h25zwgqgjwsofrqchhnptd5y6pedzbxa.b32.i2p,1,1,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 19:00:09,15.033333333333333,i2pProjectM3,SEED,FINISHED,6,2,2,1
2723,3z5k3anbbk32thinvwcy4g5al7dmb75fagcm3zgh4rzrt3maphda.b32.i2p,1,1,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 19:03:02,17.916666666666668,i2pProjectM3,SEED,FINISHED,0,2,2,6
2734,25cb5kixhxm6i6c6wequrhi65mez4duc4l5qk6ictbik3tnxlu6a.b32.i2p,1,1,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 21:07:31,142.4,i2pProjectM3,SEED,FINISHED,1,7,7,1194
2737,5hkhjehj3ct2pvcah7dcylwef2oti3xij5myxbv3pd7rocio5vkq.b32.i2p,1,2,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 20:04:47,79.66666666666667,i2pProjectM3,SEED,FINISHED,1,2,2,6
2746,cv72xsje5ihg6e24atitmhyk2cbml6eggi6b6fjfh2vgw62gdpla.b32.i2p,1,1,8dc195e6-7e07-11e9-af84-0800270851f6,2019-06-07 18:45:07,2019-06-07 19:51:36,66.48333333333333,i2pProjectM3,SEED,FINISHED,1,1,1,35
2768,a4lzmjyba7aq7hl6okqpds7znnwymolqnr7xhvno2wraqb7uhfla.b32.i2p,1,1,91f2d422-7e07-11e9-8770-080027530170,2019-06-07 18:45:07,2019-06-07 19:33:22,48.25,i2pProjectM4,SEED,FINISHED,2,3,3,4
2775,gctswdhp4447yibxfbqg3uq2bvx63qjeqnaoaux75zw73leakyva.b32.i2p,1,1,91f2d422-7e07-11e9-8770-080027530170,2019-06-07 18:45:07,2019-06-08 07:01:55,736.8,i2pProjectM4,SEED,FINISHED,6,2,2,918
2797,afvtspvugtd32rsalxircjglh3fhcjzk7gxrm3gw4s2yrpvzk6wq.b32.i2p,1,6,91f2d422-7e07-11e9-8770-080027530170,2019-06-07 18:45:07,2019-06-08 01:12:09,387.03333333333336,i2pProjectM4,SEED,FINISHED,12,2,2,44
2808,xxu3lso4h2rh6wmrxiou3ax7r7la7x6dhoepnku3jvrlwp35pefq.b32.i2p,1,60,91f2d422-7e07-11e9-8770-080027530170,2019-06-07 18:45:07,2019-06-10 06:36:57,3591.8333333333335,i2pProjectM4,SEED,FINISHED,0,2,2,1
2813,planet.i2p,1,5,91f2d422-7e07-11e9-8770-080027530170,2019-06-07 18:45:07,2019-06-07 23:59:20,314.21666666666664,i2pProjectM4,SEED,FINISHED,15,11,11,5
2822,jd3agbakybnhfvkeoxrx7t33iln6suzomv3kxkxf77j7rkonch6q.b32.i2p,2,116,91f2d422-7e07-11e9-8770-080027530170,2019-06-07 18:45:07,2019-06-12 16:45:53,7080.766666666666,i2pProjectM4,SEED,FINISHED,0,2,2,1
2851,j5fex634r2altzb3kjvu35qekt2r3hgsqzg5qxoy7dp53heu5pma.b32.i2p,1,4,91f2d422-7e07-11e9-8770-080027530170,2019-06-07 18:45:07,2019-06-07 22:10:31,205.4,i2pProjectM4,SEED,FINISHED,0,2,2,1
2855,lldr2miowq6353fxy44pnxfk37d6yn2f6kaivzecbmvvnnf5exyq.b32.i2p,1,5,91f2d422-7e07-11e9-8770-080027530170,2019-06-07 18:45:08,2019-06-08 00:08:34,323.43333333333334,i2pProjectM4,SEED,FINISHED,0,2,2,15
2860,pwgma3snbsgkddxgb54mrxxkt3l4jzchrtp52vxmw7rbkjygylxq.b32.i2p,1,5,91f2d422-7e07-11e9-8770-080027530170,2019-06-07 18:45:08,2019-06-08 04:42:23,597.25,i2pProjectM4,SEED,FINISHED,31,8,8,479
2899,yxvzjwd4vin6pnjauekdufh7lxaijal3kqe2bhakuf47g5zkb6xa.b32.i2p,1,6,91f2d422-7e07-11e9-8770-080027530170,2019-06-07 18:45:08,2019-06-08 04:03:33,558.4166666666666,i2pProjectM4,SEED,FINISHED,0,2,2,7
